YDR060W	YDR087C	YER006W	YGL111W	YGR103W	YHR052W	YHR088W	YKL009W	YMR049C	YNL002C	YNL110C	YOL077C	YOR206W	YOR272W	YPL043W	
YAR002W	YDR280W	YER110C	YHR069C	YHR081W	YLR335W	YLR347C	YMR308C	YNL189W	YNR024W	YOL021C	YOL142W	YOR001W	YOR076C	
YAL029C	YBR109C	YCR009C	YDR129C	YDR388W	YER071C	YHR023W	YIL034C	YKL007W	YKL130C	YLR429W	YMR109W	YOR326W	YPR188C	
YBL004W	YCR057C	YDR324C	YDR449C	YER082C	YGR128C	YHR148W	YHR196W	YJL109C	YJR002W	YLL011W	YLR129W	YLR186W	
YBR055C	YDL030W	YDL098C	YDR473C	YER172C	YGR091W	YHR165C	YJL203W	YML049C	YMR240C	YMR288W	YOR308C	YPL213W	
YDR175C	YDR337W	YDR347W	YGL129C	YGR084C	YHL004W	YIL093C	YJR113C	YMR158W	YNL137C	YPL013C	YPL118W	
YAL011W	YBR231C	YDR190C	YDR485C	YFL024C	YGR002C	YJL081C	YJR082C	YLR385C	YOR244W	YPL235W	YPR023C	
YBL090W	YBR146W	YBR251W	YDR041W	YHL004W	YIL093C	YJR113C	YMR158W	YNL137C	YNL306W	YOR158W	
YBL090W	YBR146W	YBR251W	YDR041W	YDR175C	YDR337W	YDR347W	YGL129C	YGR084C	YGR165W	YGR215W	
YBL093C	YBR193C	YBR253W	YCR081W	YDR308C	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YHR058C	
YDL007W	YDL097C	YDL147W	YDR363W-A	YFR004W	YHR027C	YHR200W	YIL075C	YKL145W	YLR421C	
YDL007W	YDL097C	YDL147W	YDR363W-A	YDR394W	YDR427W	YER021W	YFR010W	YFR052W	YGL048C	
YDL007W	YDR394W	YFR004W	YFR052W	YGL048C	YKL145W	YLR421C	YOR117W	YOR259C	YOR261C	
YBL038W	YBR122C	YCR046C	YCR071C	YDR116C	YDR237W	YDR322W	YDR462W	YGR220C	YJL063C	
YBR122C	YDR116C	YDR237W	YDR322W	YKL167C	YKR006C	YKR085C	YLR312W-A	YLR439W	YMR024W	
YBL038W	YBR122C	YDR462W	YJL063C	YKL167C	YKR006C	YLR439W	YML025C	YMR193W	YNL005C	
YCR046C	YCR071C	YDR462W	YJL063C	YKR085C	YLR312W-A	YLR439W	YMR024W	YMR193W	YNL252C	
YDR394W	YDR427W	YER021W	YFR004W	YFR010W	YHR027C	YHR200W	YIL075C	YOR117W	YOR259C	
YCR071C	YDR116C	YDR237W	YGR220C	YKL167C	YML025C	YMR024W	YMR193W	YNL005C	YNL252C	
YBL093C	YER022W	YGL151W	YHR058C	YLR071C	YMR112C	YOL135C	YOR174W	YPR070W	YPR168W	
YCR081W	YDR443C	YGL025C	YGR104C	YLR071C	YMR112C	YNR010W	YOL051W	YOR174W	YPR070W	
YBL093C	YBR193C	YBR253W	YDR308C	YLR071C	YMR112C	YNL236W	YNR010W	YOL051W	YOL135C	
YDL111C	YDR280W	YER110C	YGR158C	YGR195W	YLR335W	YLR347C	YMR308C	YNL189W	YNL232W	
YDR235W	YDR240C	YER029C	YGR074W	YHR086W	YIL061C	YKL012W	YLR275W	YLR298C	YML046W	
YAR002W	YCR035C	YDL111C	YMR308C	YNL189W	YNL232W	YOL142W	YOR001W	YOR076C	
YBR231C	YDR334W	YDR359C	YDR485C	YJR082C	YLR085C	YLR385C	YNL107W	YOR244W	
YDR334W	YFL024C	YGR002C	YHR090C	YJR082C	YLR085C	YLR385C	YNL136W	YPR023C	
YAL011W	YDR359C	YEL018W	YHR090C	YJL081C	YJR082C	YNL136W	YOR244W	YPL235W	
YBR231C	YDR334W	YEL018W	YGR002C	YJL081C	YLR385C	YNL107W	YNL136W	YPL235W	
YAL011W	YBR231C	YDR190C	YDR485C	YHR090C	YJL081C	YLR085C	YNL107W	YNL136W	
YDR190C	YDR359C	YEL018W	YFL024C	YGR002C	YJL081C	YJR082C	YLR085C	YNL107W	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YGR002C	YHR090C	
YAR002W	YCR035C	YDL111C	YDR280W	YER110C	YGR095C	YHR069C	YHR081W	YNL189W	
YCR035C	YGR095C	YGR195W	YHR069C	YLR335W	YLR347C	YNL189W	YOR001W	YOR076C	
YAR002W	YGR095C	YGR158C	YHR069C	YLR335W	YNL189W	YNL232W	YNR024W	YOL142W	
YAR002W	YCR035C	YDR280W	YGR158C	YGR195W	YNL189W	YNR024W	YOL021C	YOR001W	
YBL099W	YBR127C	YDL185W	YDR202C	YGR020C	YJR033C	YJR121W	YKL119C	YLR447C	
YER110C	YGR095C	YGR195W	YHR081W	YNL189W	YNL232W	YNR024W	YOL021C	YOR076C	
YCR035C	YGR095C	YGR158C	YHR081W	YLR347C	YMR308C	YNL189W	YOL021C	YOL142W	
YAL016W	YDL047W	YDL134C	YFR040W	YGR161C	YJL098W	YKR028W	YLR310C	YML109W	
YAL043C	YDR195W	YDR301W	YER133W	YKL018W	YKR002W	YLR115W	YMR061W	YNL222W	
YBR109C	YER071C	YHR023W	YIR003W	YKL007W	YMR109W	YNL106C	YOR326W	YPR171W	
YCR012W	YDR050C	YHR174W	YKL060C	YLR044C	YMR083W	YMR186W	YMR303C	YOL086C	
YAL029C	YCR088W	YGL106W	YIL034C	YKL007W	YLR429W	YMR109W	YOR326W	YPR171W	
YCR009C	YCR088W	YDR129C	YDR388W	YGL106W	YKL130C	YLR429W	YMR109W	YNL106C	
YAL029C	YBR130C	YCR009C	YDR388W	YGL106W	YHR023W	YIR003W	YKL007W	YLR429W	
YBR109C	YBR130C	YCR088W	YER071C	YIL034C	YKL007W	YKL130C	YLR429W	YNL106C	
YBL038W	YCR046C	YCR071C	YGR220C	YKL167C	YKR006C	YKR085C	YLR312W-A	YML025C	
YDL132W	YDR001C	YDR028C	YDR422C	YER027C	YER129W	YER177W	YGL115W	YGL252C	
YDR091C	YDR211W	YER025W	YGR083C	YKR026C	YMR309C	YOR260W	YOR361C	YPR041W	
YBR119W	YDL087C	YDR240C	YGR013W	YKL012W	YLR147C	YLR298C	YML046W	YPR182W	
YAL035W	YDR091C	YDR429C	YJR007W	YLR192C	YMR309C	YNL244C	YOR204W	YOR361C	
YAR007C	YCR028C-A	YCR092C	YDL156W	YDR097C	YER104W	YHR164C	YNL312W	YOL090W	
YFL007W	YFR050C	YGL011C	YGR135W	YJL001W	YML092C	YMR314W	YOR157C	YOR362C	
YAL035W	YBR079C	YDR211W	YDR429C	YER025W	YGR083C	YJR007W	YKR026C	YLR192C	
YBR079C	YDR091C	YER025W	YKR026C	YLR192C	YLR291C	YMR146C	YMR309C	YNL244C	
YBR245C	YCR052W	YDR303C	YHR056C	YIL126W	YLR033W	YMR091C	YPL082C	YPR034W	
YCR052W	YFR037C	YGR275W	YHR056C	YKR008W	YLR357W	YML127W	YPL082C	YPR034W	
YCR020W-B	YFR037C	YGR275W	YHR056C	YLR033W	YLR321C	YMR033W	YMR091C	YPR034W	
YBR245C	YCR020W-B	YFR037C	YGR056W	YIL126W	YKR008W	YML127W	YMR091C	YPR034W	
YCR020W-B	YDR303C	YHR056C	YIL126W	YKR008W	YLR321C	YML127W	YMR033W	YPL082C	
YBR245C	YCR052W	YDR303C	YGR056W	YGR275W	YLR321C	YML127W	YMR033W	YMR091C	
YBR245C	YGR056W	YGR275W	YHR056C	YIL126W	YKR008W	YLR033W	YLR357W	YMR033W	
YBR245C	YCR020W-B	YCR052W	YDR303C	YFR037C	YKR008W	YLR033W	YLR321C	YLR357W	
YDL150W	YDR045C	YJL011C	YNL151C	YNR003C	YOR210W	YOR224C	YPR110C	YPR190C	
YBR154C	YDR045C	YJL011C	YKL144C	YKR025W	YNL113W	YOR207C	YOR224C	YPR110C	
YBR154C	YDL150W	YKL144C	YKR025W	YNL113W	YNL151C	YNR003C	YOR116C	YOR210W	
YBR079C	YDR091C	YDR211W	YJR007W	YLR192C	YLR291C	YOR260W	YOR361C	YPL237W	
YDR091C	YDR429C	YGR083C	YJR007W	YKR026C	YMR146C	YNL244C	YOR260W	YPL237W	
YDL097C	YDR427W	YER021W	YFR052W	YHR027C	YIL075C	YLR421C	YOR261C	YPR108W	
YDR167W	YDR176W	YDR392W	YDR448W	YGL112C	YGR252W	YHR099W	YMR236W	YPL254W	
YBR081C	YBR198C	YCL010C	YDR145W	YGL112C	YGR252W	YHR099W	YLR055C	YMR236W	
YBR081C	YBR198C	YCL010C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	
YAL035W	YDR211W	YDR429C	YER025W	YLR291C	YMR146C	YMR309C	YOR260W	YPL237W	
YAL011W	YDR485C	YEL018W	YFL024C	YJR082C	YNL107W	YNL136W	YPR023C	
YBL026W	YCR077C	YDR378C	YER112W	YER146W	YJL124C	YJR022W	YNL147W	
YAL032C	YDL209C	YDR416W	YGL128C	YGR278W	YLL036C	YMR213W	YPL151C	
YCR020W-B	YCR052W	YIL126W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	
YCR020W-B	YCR052W	YDR303C	YFR037C	YGR056W	YGR275W	YHR056C	YIL126W	
YCL010C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YOL148C	
YBR081C	YBR198C	YDR167W	YDR392W	YLR055C	YMR236W	YOL148C	YPL254W	
YDL143W	YDR188W	YGL195W	YKL029C	YKL104C	YLR180W	YOR281C	
YBL041W	YGL011C	YGR135W	YGR253C	YMR314W	YOL038W	YOR157C	
YER012W	YFL007W	YGL011C	YGR253C	YJL001W	YML092C	YOL038W	
YAL043C	YDR195W	YDR301W	YER133W	YGR156W	YJR093C	YKL059C	
YDR301W	YER133W	YGR156W	YLR115W	YLR277C	YMR061W	YNL317W	
YAL043C	YGR156W	YJR093C	YKL018W	YKR002W	YMR061W	YNL317W	
YBL041W	YER094C	YFR050C	YGR253C	YJL001W	YML092C	YMR314W	
YBL041W	YER012W	YER094C	YFL007W	YFR050C	YGL011C	YGR135W	
YDR195W	YGR156W	YKL018W	YKL059C	YKR002W	YLR115W	YLR277C	
YBR211C	YDR254W	YDR383C	YGR179C	YJR135C	YPL018W	YPR046W	
YDL132W	YDR028C	YDR054C	YDR328C	YDR477W	YER177W	YGL252C	
YDR188W	YDR502C	YFR009W	YGR240C	YJL111W	YKL029C	YLR180W	
YDL143W	YDR127W	YDR502C	YGL195W	YIL142W	YJL111W	YLR180W	
YDL143W	YDR127W	YDR188W	YFR009W	YGR240C	YIL142W	YKL104C	
YBR127C	YGR020C	YKL080W	YKL119C	YLR447C	YOR332W	YPR036W	
YBL099W	YDL185W	YGR020C	YJR121W	YKL080W	YOR270C	YOR332W	
YBR127C	YEL051W	YGR020C	YHR039C-A	YJR033C	YOR270C	YOR332W	
YBR025C	YDL185W	YGR020C	YHR039C-A	YKL119C	YLR447C	YOR270C	
YBR025C	YDL185W	YDR202C	YEL051W	YGR020C	YJR033C	YKL080W	
YBL099W	YBR025C	YBR127C	YDL185W	YEL051W	YHR039C-A	YJR121W	
YDR001C	YDR028C	YDR099W	YDR477W	YER129W	YER177W	YGL208W	
YER012W	YER094C	YGR135W	YGR253C	YJL001W	YOR157C	YOR362C	
YBL041W	YER094C	YFL007W	YML092C	YOL038W	YOR157C	YOR362C	
YBL041W	YER012W	YFR050C	YJL001W	YOL038W	YOR157C	YPR103W	
YER094C	YFR050C	YGL011C	YGR253C	YOL038W	YOR362C	YPR103W	
YDL145C	YDR238C	YFR051C	YGL105W	YGL137W	YGL245W	YGR264C	
YBR107C	YDR318W	YDR383C	YGR179C	YLR315W	YLR381W	YPR046W	
YCR052W	YGR056W	YHR056C	YKR008W	YLR321C	YLR357W	YMR091C	
YBL002W	YBL003C	YBR009C	YEL056W	YKR048C	YNL030W	YOL012C	
YAL013W	YDL076C	YMR075W	YMR263W	YNL330C	YOL004W	YPL139C	
YAL013W	YBR095C	YIL084C	YMR075W	YNL097C	YPL139C	YPL181W	
YDL140C	YDR404C	YGL070C	YGR005C	YGR186W	YIL021W	YJL140W	
YAL011W	YBR231C	YDR190C	YDR334W	YGR002C	YLR085C	YLR385C	
YBR231C	YDR359C	YGR002C	YHR090C	YJR082C	YNL107W	YNL136W	
YEL018W	YFL024C	YGR002C	YHR090C	YLR385C	YNL107W	YOR244W	
YDL150W	YDR045C	YJL011C	YNL113W	YNR003C	YOR116C	YOR207C	
YJL011C	YKL144C	YKR025W	YNR003C	YOR116C	YPR110C	YPR190C	
YCR020W-B	YGR056W	YGR275W	YKR008W	YLR033W	YLR321C	YML127W	
YBL003C	YBR009C	YBR010W	YDR224C	YEL056W	YGL241W	YLL022C	
YDR303C	YFR037C	YHR056C	YKR008W	YLR033W	YML127W	YMR091C	
YCL011C	YCL037C	YER165W	YGL049C	YGR162W	YHL034C	YML117W	
YAL035W	YBR079C	YDR429C	YER025W	YNL244C	YOR361C	YPR041W	
YBR079C	YDR091C	YMR146C	YMR309C	YOR361C	YPL237W	YPR041W	
YDR429C	YER025W	YGR083C	YLR192C	YMR146C	YMR309C	YOR361C	
YBR079C	YDR211W	YGR083C	YKR026C	YLR291C	YNL244C	YPL237W	
YAL035W	YGR083C	YJR007W	YKR026C	YLR291C	YMR309C	YOR260W	
YBR079C	YDR211W	YDR429C	YJR007W	YMR146C	YMR309C	YNL244C	
YDR091C	YDR211W	YER025W	YGR083C	YJR007W	YLR291C	YMR146C	
YBR119W	YDL087C	YDR235W	YDR240C	YGR013W	YHR086W	YIL061C	
YCR035C	YDR280W	YGR095C	YHR069C	YNL232W	YNR024W	YOR001W	
YDR195W	YER133W	YJR093C	YKR002W	YLR277C	YNL222W	YNL317W	
YAL043C	YDR301W	YGR156W	YKL018W	YLR277C	YNL222W	YPR107C	
YDR195W	YDR301W	YKL059C	YKR002W	YMR061W	YNL317W	YPR107C	
YDL111C	YDR280W	YGR158C	YHR069C	YHR081W	YNR024W	YOL021C	
YCR035C	YDL111C	YGR195W	YNL232W	YNR024W	YOL021C	YOL142W	
YDL111C	YGR095C	YGR158C	YNL189W	YNL232W	YOL021C	YOR001W	
YDL111C	YDR280W	YGR195W	YHR081W	YNL232W	YOR001W	YOR076C	
YDR280W	YGR095C	YGR195W	YHR069C	YNL189W	YOL021C	YOL142W	
YGR095C	YGR158C	YGR195W	YHR081W	YNR024W	YOL142W	YOR001W	
YCR035C	YGR158C	YGR195W	YHR069C	YHR081W	YNL189W	YNL232W	
YDR301W	YJR093C	YKL018W	YKL059C	YLR115W	YNL222W	YNL317W	
YCR009C	YCR088W	YGL106W	YHR023W	YLR429W	YOR326W	YPR188C	
YBR109C	YBR130C	YGL106W	YHR023W	YKL130C	YLR429W	YMR109W	
YCR088W	YDR129C	YER071C	YGL106W	YIR003W	YKL007W	YLR429W	
YAL029C	YBR109C	YBR130C	YCR009C	YCR088W	YDR129C	YLR429W	
YAL029C	YBR109C	YER071C	YGL106W	YHR023W	YIL034C	YKL007W	
YAL029C	YBR109C	YBR130C	YKL007W	YKL130C	YOR326W	YPR171W	
YBR109C	YCR009C	YGL106W	YKL007W	YLR429W	YNL106C	YPR171W	
YBR279W	YGL244W	YIL035C	YLR418C	YML069W	YOL145C	YOR039W	
YBR279W	YGL019W	YGL207W	YML069W	YOL145C	YOR061W	YOR123C	
YBR196C	YGR192C	YHR174W	YKL060C	YKL152C	YLR044C	YMR186W	
YDR498C	YGL145W	YKL196C	YLR268W	YMR197C	YOR036W	YOR075W	
YDL195W	YGL100W	YJR042W	YLR208W	YNL049C	YPL085W	YPL169C	
YDL099W	YDL116W	YDL195W	YDR517W	YGL100W	YLR208W	YPR181C	
YAL016W	YBR225W	YDL047W	YDL188C	YGL197W	YGR161C	YJL098W	
YAL016W	YGL190C	YGR161C	YJL098W	YLR310C	YMR273C	YOR014W	
YBR087W	YCL016C	YHR191C	YMR078C	YNL290W	YOR144C	YOR217W	
YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	
YAL043C	YDR301W	YJR093C	YKR002W	YLR115W	YLR277C	
YAL035W	YBR079C	YDR091C	YDR429C	YLR192C	YMR146C	
YAR007C	YBR136W	YCR028C-A	YDL156W	YER104W	YJL173C	
YDR359C	YEL018W	YGR002C	YNL136W	YOR244W	YPR023C	
YAL043C	YDR195W	YGR156W	YLR115W	YNL317W	YPR107C	
YDL150W	YDR045C	YJL011C	YKL144C	YKR025W	YNL151C	
YBR109C	YDR129C	YIL034C	YKL007W	YLR429W	YMR109W	
YDR517W	YGL092W	YIL109C	YKL057C	YLR208W	YPR181C	
YDL111C	YGR095C	YHR069C	YHR081W	YNL232W	YOL142W	
YCR035C	YGR158C	YHR069C	YOL021C	YOL142W	YOR001W	
YAL029C	YDR129C	YGL106W	YKL130C	YLR429W	YOR326W	
YCR012W	YHR174W	YMR186W	YOL086C	YOR027W	YPL240C	
YDR028C	YDR477W	YER027C	YER129W	YGL115W	
YDR201W	YGR113W	YKL052C	YKR037C	YKR083C	
YDL132W	YDR001C	YDR054C	YDR099W	YGL252C	
YDL132W	YDR328C	YGL252C	YJL047C	YKR014C	
YAL013W	YBR095C	YDL076C	YIL084C	YMR263W	
YBR095C	YMR075W	YMR263W	YNL097C	YNL330C	
YDR238C	YGL137W	YGL245W	YIL076W	YNL287W	
YDR028C	YDR099W	YDR422C	YER027C	YER177W	
YDR498C	YLR268W	YLR440C	YNL258C	YOR075W	
YGL098W	YKL196C	YLR268W	YNL258C	YOR036W	
YDL225W	YHR107C	YJR076C	YJR092W	YLR314C	
YDR498C	YGL098W	YKL196C	YLR440C	YMR197C	
YCR093W	YGR134W	YJR011C	YNL288W	YNR052C	
YDR138W	YDR381W	YHR167W	YNL004W	YNL253W	
YAR002C-A	YDL018C	YGL200C	YHR110W	YML012W	
YFL023W	YGR078C	YJL179W	YLR200W	YNL153C	
YDR238C	YER122C	YFR051C	YIL076W	YPL010W	
YER008C	YGL233W	YIL068C	YJL085W	YPR055W	
YDR202C	YGR020C	YJR033C	YOR332W	YPR036W	
YBL084C	YDR118W	YIR025W	YLR102C	YOR249C	
YGL240W	YHR166C	YIR025W	YKL022C	YOR249C	
YDL143W	YFR009W	YIL142W	YKL029C	YOR281C	
YDR502C	YGR240C	YKL104C	YLR180W	YMR205C	
YDR127W	YFR009W	YGL195W	YGR240C	YLR180W	
YDR188W	YIL142W	YJL111W	YKL029C	YKL104C	
YDL143W	YDR188W	YFR009W	YGL195W	YJL111W	
YAL016W	YDL047W	YDL134C	YGL190C	YGR161C	
YBR225W	YDL047W	YFR040W	YJL098W	YLR310C	
YDL134C	YDL188C	YGL190C	YML109W	YMR273C	
YBL084C	YGL240W	YKL022C	YLR127C	YNL172W	
