YAL029C	YBR130C	YBR177C	YDL019C	YDL116W	YER071C	YGL092W	YGL106W	YGL157W	YIL034C	YIR003W	YKL007W	YKL057C	YKL130C	YLR429W	YMR109W	YMR262W	YNL108C	YOR284W	
YBL056W	YBR048W	YBR189W	YBR247C	YDL060W	YGR054W	YGR081C	YGR214W	YJR145C	YKL143W	YLR264W	YML024W	YML026C	YMR194W	YNL132W	YNL207W	YNL308C	YOR056C	YPL204W	
YBR193C	YCR081W	YDR443C	YFR019W	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YKR095W	YLR071C	YML007W	YNL025C	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YAL017W	YAR014C	YCR073W-A	YDL117W	YDR001C	YDR099W	YER133W	YER177W	YGL252C	YGR156W	YKR091W	YLR028C	YLR258W	YLR389C	YMR311C	YNL076W	YNR034W	YOR179C	YPR107C	
YBR193C	YCR081W	YDR308C	YER165W	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YKR095W	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YAL017W	YAL029C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YAL017W	YAL029C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	
YAL036C	YBR119W	YCL011C	YCL037C	YCR077C	YDL051W	YDL087C	YDL175C	YGL049C	YGR162W	YHL034C	YJL138C	YJL190C	YKL012W	YLR226W	YLR406C	YMR125W	YMR230W	YPL190C	
YBR193C	YBR253W	YCR081W	YDR308C	YDR448W	YFR019W	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YKR095W	YML007W	YNL236W	YNR010W	YOL135C	YOR174W	YPL042C	YPL254W	
YBR154C	YDR404C	YFR028C	YFR030W	YGL070C	YGL156W	YGL245W	YGR005C	YIL021W	YJR063W	YNL248C	YOR210W	YOR224C	YOR340C	YOR341W	YPR010C	YPR032W	YPR110C	YPR187W	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR176W	YDR392W	YGL066W	YGL112C	YGL151W	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YNL236W	YOL148C	YPL011C	YPL254W	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR145W	YDR176W	YDR392W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YMR080C	YMR223W	YMR227C	YNL272C	YOL148C	YPL254W	
YAL029C	YBR130C	YBR177C	YDL019C	YDL116W	YDR150W	YER071C	YER120W	YGL092W	YIR003W	YJL115W	YJR140C	YKL007W	YKL057C	YKL130C	YLR429W	YMR109W	YOR284W	YPL153C	
YBL056W	YBR048W	YBR189W	YBR247C	YDL060W	YDR283C	YGR054W	YGR081C	YJR145C	YKL143W	YKR057W	YLR264W	YML024W	YML026C	YNL207W	YOR056C	YOR145C	YPL204W	YPL266W	
YBL061C	YBR084W	YBR175W	YBR189W	YDL040C	YDR064W	YDR418W	YGL213C	YGR054W	YGR285C	YHR010W	YHR064C	YJL080C	YJL190C	YKR057W	YLR398C	YMR116C	YOR096W	YPR189W	
YBR152W	YCR077C	YDL160C	YDR378C	YDR473C	YER172C	YGL173C	YGR091W	YJL203W	YJR022W	YKL173W	YLR117C	YLR275W	YLR424W	YML049C	YNL118C	YNL147W	YOL149W	YOR308C	
YBR152W	YCR077C	YDL030W	YDL160C	YDR378C	YDR473C	YER172C	YGR074W	YGR075C	YGR091W	YHR156C	YJL203W	YKL173W	YLR117C	YLR275W	YLR424W	YML049C	YNL147W	YOR308C	
YBR146W	YBR251W	YDR036C	YDR337W	YDR347W	YGL129C	YGL180W	YGR061C	YGR084C	YGR165W	YGR215W	YHL004W	YIL093C	YJR101W	YJR113C	YKL003C	YKL155C	YNL271C	YNR037C	
YDR167W	YDR359C	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR041C	YHR099W	YJL081C	YLR055C	YML007W	YMR223W	YMR236W	YNL107W	YOL148C	YPR023C	YPR070W	
YBR130C	YBR177C	YER071C	YGL092W	YGL106W	YGL157W	YIL034C	YIR003W	YJL115W	YJR042W	YJR140C	YKL007W	YKL057C	YLR429W	YMR109W	YNL108C	YNL225C	YOR284W	YPL153C	
YBR130C	YBR177C	YDL019C	YER071C	YGL092W	YGL106W	YGL157W	YIL034C	YIR003W	YJR042W	YKL007W	YKL057C	YKL130C	YLR429W	YMR109W	YMR262W	YNL108C	YNL225C	YOR284W	
YBL064C	YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR178C	YGR193C	YKL104C	YLR203C	YLR436C	YMR211W	YMR304W	YNL071W	YPL259C	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR178C	YGR193C	YLL021W	YLR203C	YLR436C	YMR304W	YNL071W	YOR132W	YPL259C	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR178C	YGR193C	YLR203C	YLR436C	YMR304W	YNL071W	YOR132W	YOR232W	YPL259C	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR193C	YKL104C	YLR203C	YLR436C	YMR211W	YMR304W	YNL071W	YOR132W	YPL259C	YPR152C	
YAL036C	YBR084W	YDR418W	YFL017W-A	YGR054W	YGR285C	YHR010W	YHR064C	YJL080C	YJR145C	YKR057W	YLR226W	YLR406C	YML124C	YOR096W	YOR293W	YPR057W	YPR161C	YPR189W	
YBR214W	YBR225W	YDL047W	YDL219W	YFR019W	YFR040W	YGL056C	YGL197W	YGR081C	YGR161C	YJL098W	YKR027W	YKR028W	YLL021W	YLR310C	YMR310C	YOR267C	YPL020C	YPL049C	
YBL039C	YBL076C	YBR058C	YBR121C	YCL050C	YDL112W	YDR335W	YDR341C	YDR388W	YDR457W	YGR026W	YGR204W	YHL011C	YKL029C	YKL067W	YKL104C	YLL018C	YOR001W	YPL249C	
YBL039C	YBL076C	YBR121C	YBR205W	YBR263W	YCL050C	YDL112W	YDR170C	YDR335W	YDR457W	YFL026W	YFR044C	YGL238W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YLL040C	
YBL039C	YBL076C	YBR121C	YCL050C	YCR009C	YDL044C	YDL112W	YDR335W	YDR341C	YDR388W	YDR457W	YGR204W	YHL011C	YKL067W	YLL018C	YLR139C	YMR192W	YOR001W	YPL249C	
YBL039C	YBR017C	YDL097C	YFR004W	YFR010W	YGR232W	YHL030W	YHR200W	YJL001W	YJL194W	YJR077C	YKL145W	YLR421C	YML092C	YOL038W	YOL087C	YOL098C	YOR117W	YOR259C	
YBL039C	YBR017C	YDR394W	YER021W	YER094C	YFR010W	YGR135W	YGR232W	YHL030W	YHR027C	YHR200W	YJR077C	YJR109C	YLL021W	YLR421C	YML092C	YMR314W	YOL087C	YPR103W	
YCR035C	YDL111C	YDR280W	YGL213C	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YHR216W	YIR035C	YLR398C	YLR432W	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	
YBL039C	YBR154C	YDL115C	YDL117W	YDR171W	YER139C	YFR009W	YGL070C	YGR063C	YIL021W	YJL140W	YJR063W	YLR450W	YML010W	YOR151C	YOR210W	YOR224C	YOR340C	YPR093C	
YBL039C	YBR154C	YDL117W	YDL140C	YDR404C	YFR009W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YOL005C	YOR151C	YOR224C	YPL129W	YPR093C	YPR187W	
YBL039C	YBR263W	YCL050C	YDL112W	YDR335W	YDR457W	YER086W	YFR009W	YGR026W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YKL181W	YLL040C	YMR012W	YMR078C	YPL009C	
YBL039C	YBR263W	YDL112W	YDR188W	YDR335W	YDR457W	YFR009W	YGR026W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YKL181W	YLL040C	YMR012W	YMR078C	YPL009C	YPL220W	
YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGR170W	YJR132W	YJR138W	YLL022C	YLR074C	YLR325C	YMR176W	YMR186W	YNL001W	YNL265C	YOL054W	YOR303W	YPL001W	YPL058C	
YAL029C	YBR109C	YBR130C	YBR177C	YER071C	YGL106W	YGL157W	YHR023W	YHR216W	YIL034C	YIR003W	YKL007W	YKL130C	YLR429W	YLR432W	YML056C	YMR109W	YOR035C	YOR284W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL030W	YDL043C	YER172C	YHR156C	YIR009W	YJL203W	YJR050W	YJR084W	YKR022C	YLR117C	YLR424W	YML049C	YOR319W	YOR349W	YPR101W	
YBR214W	YBR225W	YDL047W	YDL219W	YER072W	YFR019W	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YKL117W	YKR027W	YKR028W	YLL021W	YLR310C	YOR267C	YPL020C	YPL049C	
YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YHR216W	YIR035C	YLR398C	YLR432W	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YPR189W	
YBL046W	YBR154C	YBR236C	YDL117W	YDL140C	YDR075W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YGR192C	YIL021W	YJL140W	YML010W	YNL201C	YOL005C	YOR151C	YPR093C	
