YBR095C	YBR245C	YCR084C	YDL076C	YEL018W	YFR013W	YGL019W	YHL020C	YIL035C	YIL084C	YKL072W	YLR103C	YMR263W	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL042W	YDL167C	YDL213C	YDR365C	YDR432W	YGL171W	YHR169W	YIR001C	YJL033W	YLR029C	YLR175W	YLR448W	YML067C	YML130C	YMR080C	YMR143W	YNL016W	YNL069C	YNL075W	
YBR193C	YCR081W	YDR443C	YDR448W	YGL025C	YGR104C	YHR041C	YKR095W	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBL039C	YBL041W	YDL147W	YDR127W	YDR394W	YDR427W	YER021W	YHL030W	YHR200W	YLR035C	YLR421C	YMR314W	YOL038W	YOL087C	YOR117W	YOR259C	YOR261C	YPR103W	YPR108W	
YBL039C	YBL076C	YBR121C	YCL050C	YDL112W	YDR335W	YDR341C	YDR457W	YGL238W	YGR204W	YHL011C	YHR128W	YJL052W	YKL029C	YLL018C	YLR355C	YML056C	YNL301C	YPL235W	
YAL013W	YBR095C	YCR084C	YDR207C	YFR013W	YHL020C	YIL035C	YIL084C	YIL101C	YKL072W	YMR072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	
YBL039C	YBR154C	YDR171W	YDR404C	YER139C	YFR009W	YGL070C	YGR005C	YGR063C	YIL021W	YJL140W	YKL029C	YLR180W	YML010W	YOR151C	YOR224C	YPL129W	YPR093C	YPR187W	
YBR154C	YDL150W	YDR045C	YFR037C	YJL011C	YKL144C	YKR025W	YNL113W	YNL151C	YNR003C	YOR116C	YOR207C	YOR210W	YOR224C	YPR010C	YPR032W	YPR110C	YPR187W	YPR190C	
YAL032C	YBL104C	YBR065C	YCR063W	YDL209C	YDR416W	YER172C	YHR156C	YJR050W	YJR084W	YLR132C	YLR424W	YML049C	YML056C	YMR213W	YMR288W	YPL151C	YPR101W	YPR182W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL209C	YDR364C	YDR416W	YER013W	YER172C	YGL120C	YGL128C	YGR278W	YHR156C	YJR050W	YLL036C	YLR117C	YMR213W	YMR288W	YPL151C	
YBL038W	YBR208C	YBR282W	YCR071C	YDR296W	YDR462W	YGR220C	YJL063C	YKL167C	YKR006C	YKR085C	YLR312W-A	YLR439W	YMR024W	YMR193W	YNL177C	YNL185C	YNL252C	YPR100W	
YBR121C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YIR035C	YLR398C	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YOR076C	YPR189W	
YBR245C	YCR052W	YDR174W	YDR303C	YFR013W	YFR037C	YGR056W	YIL126W	YKL057C	YKR008W	YLR033W	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YOL090W	YPL082C	YPR034W	
YBR245C	YCR052W	YDR303C	YFL049W	YFR037C	YGR056W	YGR275W	YHL025W	YIL126W	YKL057C	YKR001C	YKR008W	YLR033W	YLR321C	YLR357W	YMR033W	YMR072W	YMR091C	YPR034W	
YAL013W	YBR245C	YCR084C	YDL076C	YFR013W	YGL019W	YIL035C	YIL084C	YKL072W	YMR072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR049C	YBR245C	YCR052W	YDR174W	YDR303C	YFR013W	YFR037C	YGR056W	YGR275W	YKR001C	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YNR003C	YOR116C	YOR207C	YPR034W	
YBR049C	YBR245C	YCR052W	YDR224C	YDR225W	YDR303C	YFR037C	YGR056W	YKL057C	YKR001C	YKR008W	YLR033W	YLR321C	YLR357W	YML127W	YMR033W	YMR072W	YMR091C	YPR034W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR099W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR081C	YCL010C	YDR044W	YDR167W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YML015C	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR081C	YBR198C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YHR099W	YKL078W	YLR055C	YMR223W	YOL148C	YPL254W	YPR070W	
YBR017C	YDL097C	YDR394W	YFR004W	YFR010W	YGL048C	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YJR077C	YLR421C	YML092C	YML124C	YNL250W	YOL087C	YOR117W	YOR259C	
YBL026W	YCR077C	YDL030W	YDL098C	YDL160C	YDR037W	YER029C	YER112W	YER146W	YER172C	YGL173C	YGR091W	YHR156C	YJL124C	YLR438C-A	YOR308C	YPR057W	YPR082C	YPR178W	
YBL026W	YCR077C	YDL098C	YDL160C	YDR378C	YER112W	YER146W	YGL173C	YGR013W	YGR074W	YGR075C	YGR091W	YHR156C	YHR165C	YJL124C	YJL203W	YLR147C	YOR308C	YPR057W	
YAL036C	YCL011C	YCL037C	YCR077C	YDL051W	YDL087C	YGL049C	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YIL061C	YIR001C	YJL138C	YJL190C	YMR125W	YMR230W	YNL262W	
YBR289W	YCR052W	YDR073W	YDR303C	YFL049W	YFR037C	YGR056W	YHL025W	YJL176C	YKR001C	YKR008W	YLR321C	YMR033W	YMR091C	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YAL035W	YBR079C	YDR091C	YDR429C	YJL190C	YJR123W	YLR192C	YLR264W	YLR359W	YMR116C	YMR146C	YMR230W	YMR309C	YNL096C	YNL244C	YNL301C	YOR293W	YOR361C	YPR041W	
YBR193C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YKR095W	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPL254W	YPR168W	
YAL013W	YBR095C	YCR084C	YDL076C	YEL018W	YGL019W	YIL035C	YIL084C	YKR001C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR017C	YDL147W	YDR127W	YDR394W	YDR427W	YER021W	YHL030W	YHR200W	YJL001W	YJR077C	YLR421C	YMR314W	YOL038W	YOL087C	YOR117W	YOR259C	YOR261C	YOR362C	YPR108W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YDL007W	YDL097C	YDL147W	YDR427W	YFR004W	YFR010W	YFR052W	YGL048C	YHL030W	YHR027C	YHR200W	YIL075C	YLR421C	YOL038W	YOL087C	YOR117W	YOR259C	YOR261C	YPR108W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YKR001C	YMR075W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YKR001C	YMR075W	YMR263W	YNL097C	YNL330C	YOR061W	YPL139C	YPL181W	YPR023C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YKR001C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	
YBR193C	YCR081W	YDR443C	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YLR071C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPL254W	YPR070W	YPR168W	
YAL013W	YBR095C	YBR245C	YCR084C	YDL076C	YFR013W	YGL019W	YHL020C	YIL084C	YIL101C	YKL072W	YMR072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPR023C	
YAL013W	YBR095C	YBR245C	YCR084C	YDL076C	YFR013W	YGL019W	YHL020C	YIL035C	YIL084C	YIL101C	YKL072W	YMR072W	YMR075W	YMR263W	YNL097C	YOL004W	YOR061W	YPR023C	
YAL013W	YBR095C	YBR245C	YCR084C	YDL076C	YDR207C	YFR013W	YGL019W	YHL020C	YIL035C	YIL101C	YMR072W	YMR075W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YBR193C	YCR081W	YDR443C	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YKR095W	YLR071C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBR154C	YDL150W	YDR045C	YGL156W	YJL011C	YKL144C	YKL213C	YKR025W	YNL084C	YNL113W	YNL151C	YNR003C	YOR116C	YOR207C	YOR210W	YOR224C	YPR010C	YPR110C	YPR187W	
YBR084W	YBR263W	YDL082W	YDR418W	YFR031C-A	YGL031C	YGR085C	YGR204W	YHR010W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL301C	YPL009C	YPL143W	YPL249C-A	YPR175W	
YCL054W	YDL031W	YDL075W	YDR060W	YDR101C	YGL030W	YGL103W	YGL111W	YGR103W	YGR245C	YHR197W	YLL008W	YLL034C	YLR106C	YMR290C	YNL002C	YNL110C	YNL182C	YOR063W	
YCL059C	YCR057C	YDR324C	YDR449C	YEL055C	YER082C	YGR128C	YHR196W	YJL069C	YJL109C	YJR123W	YLR409C	YMR093W	YMR229C	YNL075W	YOR310C	YPL126W	YPL160W	YPR137W	
YBL104C	YBR065C	YCR063W	YDL209C	YDR364C	YDR416W	YER013W	YGL120C	YGL128C	YHR156C	YJR050W	YKL173W	YLL036C	YLR117C	YML056C	YMR213W	YMR288W	YPL151C	YPL213W	
YBR253W	YCR081W	YDR443C	YDR448W	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	
YBR193C	YBR253W	YCR081W	YDR308C	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YLR071C	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBR193C	YBR253W	YCR081W	YDR145W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YGR252W	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YPL042C	YPL254W	YPR070W	YPR168W	
YBR119W	YCL037C	YDL087C	YDL175C	YHL034C	YJL190C	YJR084W	YLR226W	YLR275W	YLR298C	YML049C	YMR125W	YMR240C	YNL189W	YPL178W	YPL190C	YPR057W	YPR161C	YPR182W	
YDL007W	YDL097C	YDL147W	YFR004W	YFR050C	YFR052W	YGR135W	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YKL145W	YLR035C	YLR421C	YNL250W	YOL038W	YOR261C	YPR108W	
YBR119W	YCL037C	YDL087C	YDL175C	YGL094C	YGR013W	YGR162W	YHL034C	YIL061C	YJL190C	YKL012W	YLR226W	YLR275W	YLR430W	YML049C	YMR125W	YMR288W	YPL190C	YPR057W	
YCL037C	YDL175C	YDR240C	YER172C	YGL049C	YGR013W	YGR074W	YGR162W	YHL034C	YIL061C	YJR084W	YLR226W	YLR298C	YML049C	YMR125W	YNL189W	YNL251C	YPL178W	YPR182W	
YBR193C	YCR081W	YDR145W	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YKR095W	YLR071C	YML007W	YNL025C	YNL236W	YOL051W	YPL042C	YPR070W	
YBR253W	YCR081W	YDR308C	YDR443C	YDR448W	YER022W	YGL127C	YGL151W	YGR104C	YGR252W	YGR274C	YHR041C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPL254W	YPR070W	
YAL017W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YAL017W	YAL029C	YBR081C	YCL010C	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YLR055C	YML007W	YML015C	YMR080C	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YBR084W	YBR263W	YDL082W	YDR418W	YFR031C-A	YGL031C	YGL103W	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL112W	YNL301C	YPL009C	YPL143W	YPL249C-A	
YCR081W	YDR308C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YHR099W	YKR095W	YLR071C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	YPR168W	
YAL013W	YBR095C	YCR084C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOR061W	YPL139C	YPL181W	YPR023C	
YBR193C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YKR095W	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR168W	
YBL090W	YBR146W	YDR036C	YDR347W	YER091C	YGR084C	YGR165W	YGR170W	YGR215W	YIL093C	YJR101W	YJR113C	YKL155C	YNL186W	YOL115W	YOR243C	YPL013C	YPL118W	
YBR193C	YCR081W	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YKR095W	YLR071C	YML007W	YNL025C	YNL236W	YOL051W	YPL042C	YPR070W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL084C	YIL101C	YKR001C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YER172C	YGR013W	YGR074W	YGR162W	YIL061C	YKL012W	YLR147C	YLR275W	YLR298C	YML046W	YMR288W	YOL139C	YPL178W	
YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YGL094C	YGR013W	YGR074W	YGR162W	YIL061C	YJR084W	YKL012W	YLR147C	YLR275W	YLR298C	YML046W	YPL178W	YPR057W	
YBR193C	YCR081W	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YHR058C	YKR095W	YML007W	YMR112C	YNL025C	YNL236W	YOL051W	YOR174W	YPL042C	
YBL038W	YBR122C	YBR208C	YBR282W	YCR071C	YDR116C	YDR237W	YDR462W	YGR220C	YJL005W	YJR138W	YKL167C	YKR006C	YKR085C	YMR064W	YNL005C	YNL177C	YPR100W	
YBR193C	YCR081W	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YHR058C	YKR095W	YML007W	YNL025C	YNR010W	YOL051W	YPL042C	YPL254W	YPR070W	
YAL013W	YBR095C	YCR084C	YDL076C	YGL019W	YHL020C	YIL035C	YKL072W	YMR072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR145W	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL254W	
YER103W	YER164W	YGL019W	YGL207W	YGL244W	YIL035C	YIL084C	YKL064W	YKL088W	YLR407W	YML069W	YMR172W	YNL251C	YOL004W	YOL145C	YOR039W	YOR061W	YPL181W	
YBR193C	YBR253W	YCR081W	YDR308C	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YMR112C	YNL025C	YNL236W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBR017C	YDL007W	YDL147W	YDL216C	YDR179C	YER012W	YER021W	YFR010W	YFR052W	YGR232W	YHL030W	YHR200W	YIL071C	YLR421C	YMR025W	YOL087C	YOL117W	YOR259C	
YBR193C	YBR253W	YCR081W	YDR145W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YPL042C	YPL254W	YPR070W	YPR168W	
YDL115C	YDL117W	YDL140C	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YML010W	YOL005C	YPL129W	YPR093C	YPR180W	
YDL007W	YDR394W	YDR427W	YER021W	YFR010W	YFR052W	YGR232W	YHL030W	YHR027C	YHR200W	YKL145W	YLR180W	YLR421C	YML124C	YMR314W	YOL087C	YOR117W	YOR259C	
YCL037C	YDL175C	YDL209C	YDR235W	YGL049C	YHL034C	YHR086W	YHR165C	YJL190C	YKL012W	YLR226W	YLR430W	YMR125W	YMR240C	YPL178W	YPL190C	YPR057W	YPR161C	
YAL035W	YBR084W	YBR263W	YDL082W	YDR418W	YFR031C-A	YGL031C	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL112W	YNL301C	YPL009C	YPL249C-A	
YDL007W	YDL097C	YDL147W	YER012W	YER021W	YFR004W	YFR052W	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YKL145W	YLR421C	YOL038W	YOL087C	YOR261C	YPR108W	
YAL017W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YBR193C	YDR443C	YDR448W	YER022W	YFR019W	YGL025C	YGL127C	YGR104C	YGR252W	YHR041C	YKR095W	YML007W	YNL025C	YNR010W	YOL051W	YOL135C	YPL042C	YPR168W	
YDL087C	YDR240C	YER029C	YGL094C	YGR013W	YGR162W	YIL061C	YJR084W	YKL012W	YLR147C	YLR275W	YLR298C	YML046W	YMR125W	YMR288W	YOL139C	YPL178W	YPR057W	
YAL013W	YCR084C	YDL076C	YDR207C	YFR013W	YGL019W	YIL035C	YIL084C	YIL101C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR121C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YIR035C	YLR398C	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YPR189W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR235W	YDR240C	YGL049C	YGR162W	YHL034C	YHR086W	YHR165C	YIL061C	YJL190C	YLR226W	YMR125W	YMR288W	YPL178W	YPR057W	
YBR193C	YBR253W	YCR081W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YGR252W	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YPL042C	YPL254W	YPR070W	YPR168W	
YAL013W	YBR245C	YCR084C	YDL076C	YDR207C	YFR013W	YGL019W	YIL084C	YKL072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR193C	YBR253W	YCR081W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YLR071C	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YAL029C	YBR081C	YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGL151W	YGR252W	YHR099W	YML007W	YMR080C	YMR223W	YNL236W	YOL148C	YPL254W	
YAL013W	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YAL013W	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL084C	YKR001C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR119W	YCL037C	YDL175C	YDR240C	YGL094C	YGR074W	YGR162W	YHL034C	YJL190C	YJR084W	YKL012W	YLR226W	YLR275W	YLR298C	YLR345W	YML049C	YMR125W	YPR057W	
YBL041W	YDL147W	YDR427W	YER012W	YER021W	YGL011C	YGR135W	YHL030W	YHR200W	YIL075C	YJL001W	YKL210W	YLR170C	YML092C	YMR314W	YOL038W	YOR261C	YOR362C	
YBL041W	YDR394W	YDR427W	YER021W	YER094C	YFR050C	YGL011C	YGR135W	YGR232W	YHL030W	YHR200W	YIL094C	YKL210W	YLR170C	YML092C	YMR314W	YOL038W	YOR362C	
YAL013W	YCR084C	YDL076C	YEL018W	YGL019W	YIL035C	YIL084C	YKR001C	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YNL236W	YOL148C	YPL254W	YPR070W	
YAL029C	YBR081C	YCL010C	YDR044W	YDR167W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR081C	YBR253W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YOL148C	YPL254W	YPR070W	
YAL013W	YBR095C	YCR084C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YIL101C	YMR075W	YMR128W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	
YBR121C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YIR035C	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YOR076C	YPR189W	
YDR443C	YDR448W	YGL025C	YGL127C	YGL151W	YHR041C	YHR058C	YHR099W	YKR095W	YLR071C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	
YBL039C	YDL115C	YDR171W	YER139C	YFR009W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YKL029C	YLR180W	YML010W	YOL005C	YOR151C	YPL129W	YPR093C	
YAL029C	YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YKL078W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YOL148C	YPL254W	
YCR081W	YDR308C	YDR443C	YDR448W	YGL025C	YGL127C	YGR104C	YHR041C	YHR099W	YKR095W	YNL025C	YNL236W	YNR010W	YOL051W	YOR174W	YPL042C	YPL254W	YPR070W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL030W	YDL087C	YDR240C	YDR473C	YGL128C	YHR156C	YHR165C	YJL203W	YLR117C	YMR288W	YOR308C	YPL178W	YPL213W	YPR178W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL030W	YDL209C	YDR416W	YER172C	YHR156C	YJR050W	YJR084W	YLR132C	YLR424W	YMR213W	YOR308C	YPL151C	YPR101W	YPR182W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL209C	YDR364C	YDR416W	YER013W	YER172C	YGR278W	YHR156C	YHR165C	YIR009W	YJR050W	YJR084W	YLL036C	YMR213W	YPR101W	
YBR119W	YCL037C	YDL175C	YER029C	YGL049C	YGR074W	YHL034C	YJL190C	YJR084W	YLR226W	YLR298C	YML049C	YMR125W	YNL189W	YPL178W	YPL190C	YPR057W	YPR182W	
YCR081W	YDR308C	YDR443C	YDR448W	YER022W	YGL025C	YGL127C	YGL151W	YGR252W	YHR041C	YHR058C	YKR095W	YML007W	YOL051W	YOR174W	YPL042C	YPL254W	YPR070W	
YBR119W	YCL037C	YDL175C	YGL094C	YGR074W	YGR162W	YHL034C	YIL061C	YJL190C	YJR084W	YKL012W	YLR226W	YLR298C	YLR430W	YMR125W	YPL178W	YPL190C	YPR057W	
YBR193C	YCR081W	YDR308C	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YKR095W	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YCL054W	YDL031W	YDL075W	YDR060W	YDR101C	YGL030W	YGL111W	YGR103W	YGR245C	YHR197W	YLL008W	YLL034C	YLR106C	YMR290C	YNL002C	YNL110C	YNL182C	YOR063W	
YCR081W	YDR443C	YGL025C	YGL112C	YGL127C	YGR104C	YGR252W	YHR041C	YHR058C	YKR095W	YLR071C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBL104C	YBR065C	YCR063W	YDL209C	YDR416W	YDR473C	YER013W	YGL128C	YGR278W	YHR156C	YJR050W	YKL095W	YKL173W	YML056C	YMR125W	YMR213W	YOR308C	YPL151C	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL035C	YIL084C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBL026W	YBL104C	YBR065C	YCR063W	YDL087C	YDR378C	YDR416W	YER112W	YER146W	YGR074W	YGR075C	YGR091W	YHR156C	YHR165C	YJL203W	YLR147C	YOR308C	YPL178W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL035C	YIL084C	YIL101C	YKR001C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
